id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q268984,president of Croatia,Q224,Q224,,,1990-12-22,,,,President of Croatia
Q1195270,Prime Minister of Croatia,Q224,Q224,,,1990-05-30,,,,Prime Minister of Croatia
Q16973527,Deputy Prime Minister of Croatia,Q224,Q224,,,1990-05-31,,,,Deputy Prime Minister of Croatia
Q108069397,Minister of Agriculture,Q224,Q224,,,,,,,
Q108068933,"Minister of Construction, Physical Planning and State Property",Q224,Q224,,,,,,,
Q54869586,Minister of Culture,Q224,Q224,,,,,,,
Q47449525,Minister of Defence,Q224,Q224,,,,,,,
Q108069316,Minister of Economy and Sustainable Development,Q224,Q224,,,,,,,
Q108069326,Minister of Environmental Protection and Energy,Q224,Q224,,,,,,,
Q20675343,Finance Minister of Croatia,Q224,Q224,,,,,,,
Q22979107,Minister of Foreign and European Affairs,Q224,Q224,,,,,,,
Q29017739,Health Minister,Q224,Q224,,,,,,,
Q30344682,Minister of Justice,Q224,Q224,,,,,,,
Q108069330,Minister of Labour and Pension System,Q224,Q224,,,,,,,
Q108069431,Minister of Public Administration,Q224,Q224,,,,,,,
Q108069372,Minister of Regional Development and EU Funds,Q224,Q224,,,,,,,
Q30140238,Minister of Science and Education,Q224,Q224,,,,,,,
Q108069383,Minister of State Property,Q224,Q224,,,,,,,
Q108068872,Minister of the Interior,Q224,Q224,,,,,,,
Q110124195,Minister of Tourism,Q224,Q224,,,,,,,
Q108069630,Minister of Tourism and Sport,Q224,Q224,,,,,,,
Q108068825,Minister of Veterans Affairs,Q224,Q224,,,,,,,
Q3357859,Speaker of the Croatian Parliament,Q224,Q224,,,1990-05-30,,,,Speaker of the Croatian Parliament
Q1704651,Chief of the General Staff of the Armed Forces of the Republic of Croatia,Q224,Q224,,,1991-09-21,,,,Chief of the General Staff of the Armed Forces of the Republic of Croatia
Q109467807,Governor of the Croatian National Bank,Q224,,,,,,,,
Q99248243,mayor of Zagreb,Q224,Q1435,,,1851,,,,
